,name,age,location,gender,join_date,total tweets,followers,following,verified,tweet,likes,retweets,date,word count,launguage,is quote,hashtags,trending,tweet id
0,decomposingg,,,,2013-11-28,80978,94,1114,False,"RT @JUNlPER: rightwingers:  the left is calling for violence day after day on online

average leftist post:  she sucking me off in a class…",0,912,2023-01-09,25,en,False,[],,1612459930421792769
1,Sirius_gul520,,,,2020-09-19,59471,2303,194,False,"RT @Krystyn31197823: 💫💙💫

... She ... is from a dream ... and dressed in everyday life... https://t.co/5j1jDumb21",0,76,2023-01-09,16,en,False,[],,1612459930413416448
2,10Danipm,,,,2015-05-22,1628,64,510,False,"RT @poodle_solana: $PODLE will be airdropping 20% of supply (followings tokenomics) to top and bluechip NFT projects. So, remind the owner…",0,28,2023-01-09,21,en,False,[],,1612459930409132034
3,MasterKitchHell,,,,2022-07-16,199963,64,1,False,Where did you season the chicken you idiotic effing idiot sandwich?!,0,0,2023-01-09,11,en,False,[],,1612459930409107456
4,L1XB3RRY,,,,2020-04-14,45807,2439,4771,False,"RT @shwaverse: Thanks God, my ATEEZ is safe🙏🏻✨
https://t.co/AuNE8bZd3G",0,41,2023-01-09,8,en,True,[],,1612459930404929537
5,Alinaxz__,,,,2022-11-11,402,2636,2537,False,RT @Lydialuvyo: me &amp; the loml in 50 years time. https://t.co/2F31UV6P6i,0,94,2023-01-09,11,en,False,[],,1612459930396594176
6,kamrilislammil1,,,,2015-12-23,1050,0,0,False,"the sun is268 going down 
#汝州 #新野 https://t.co/ZnKM15PV7x",0,0,2023-01-09,8,en,False,"[{'text': '汝州', 'indices': [26, 29]}, {'text': '新野', 'indices': [30, 33]}]",,1612459930342105090
7,shadow_twts,,,,2017-06-07,94819,135548,114,False,"RT @shadow_twts: Spotify Top 200 - January 8

Global
#82 Left and Right (1,254,324)
#92 Dreamers (1,206,260)
#196 My Universe (893,545) + r…",0,26,2023-01-09,19,en,False,[],,1612459930308562949
8,dickson87,,,,2010-05-14,257267,3235,4999,False,RT @LFCTransferRoom: ℹ️❗️@MirrorFootball: The price of Moises Caicedo has been slashed by £20M.,0,19,2023-01-09,13,en,False,[],,1612459930308444161
9,writedressjack,,,,2020-08-08,17971,96,232,False,"RT @jorymicah: Meanwhile, the poor and working class pay the price. #EndTheWars https://t.co/mPhbfNvIrV",0,20,2023-01-09,13,en,False,"[{'text': 'EndTheWars', 'indices': [68, 79]}]",,1612459930291941376
10,beomgyurchvs,,,,2018-08-22,9424,275,285,False,"RT @for_yawnzzn: 🦊: My most favourite thing in this world is my mom! 

#연준 #YEONJUN @TXT_members https://t.co/QcVcFbaN8A",0,2642,2023-01-09,17,en,False,"[{'text': '연준', 'indices': [71, 74]}, {'text': 'YEONJUN', 'indices': [75, 83]}]",,1612459930262597632
11,MajestyPJM,,,,2018-06-12,77349,1689,468,False,"RT @PJM_data: ""The harmony of warm sound and charming vocals will be felt in ""VIBE"", featuring Taeyang and Jimin. It's a song that unravels…",0,1045,2023-01-09,24,en,False,[],,1612459930245529602
12,ijustbetalkiin,,,,2022-11-04,296,16,19,False,factss they deserve the everything 💖 https://t.co/tktbCgGg05,0,0,2023-01-09,7,en,True,[],,1612459930237239298
13,cog_khil,,,,2012-03-29,18018,59,70,False,"She loved ways more appealing when they decided to part, elude
؟?
نمشے

🔹H3🔹
🔹H3🔹
🔹H3🔹",0,0,2023-01-09,11,en,False,[],,1612459930203586560
14,Mohamedsamy_l,,"El Behera, Egypt",,2022-09-09,363,700,534,True,RT @Sofiagains: RT•Drop your handles let's follow you asap  ♨️,0,79,2023-01-09,11,en,False,[],[],1612459930174242816
15,JassChantell,,,,2021-10-10,7498,694,157,False,RT @n1ghtgoddess: im the love of his life💗 his heart is mine,0,1,2023-01-09,12,en,False,[],,1612459930161668098
16,ShutTheHekUp,,,,2020-12-12,6328,14,88,False,RT @Brittymigs: No piece of comedy is as funny as your friend accidentally saying a word a little bit wrong,0,7861,2023-01-09,20,en,False,[],,1612459930153353217
17,BloombergAsia,,,,2012-05-23,328777,120795,560,True,"Morgan Stanley COO Jon Pruzan, a longtime lieutenant to James Gorman and once considered a potential candidate to succeed him as CEO, is exiting the firm https://t.co/236i4xhQNZ",0,0,2023-01-09,27,en,False,[],,1612459930153254921
18,Hajen_ss,,,,2021-11-25,1412,273,54,False,"RT @GirlsOnTop_SM: GOT the beat The 1st mini Album 〖Stamp On It〗 : Album Detail (Photobook Ver.)
➫ 2023.01.16 6PM KST

💿Pre-order
https://t…",0,5661,2023-01-09,20,en,False,[],,1612459930140966914
19,TimothyKangogo,,,,2017-04-24,69,9,31,False,RT @theblondebroker: Traveling across the country blasting my Disney playlist the whole way. How long until security yeets me out of the ca…,0,7,2023-01-09,23,en,False,[],,1612459930136502272
20,nuiyimp,,,,2016-09-10,9893,31,260,False,"RT @JINYOUNG: PARK JINYOUNG The 1st Album 
'Chapter 0: WITH'
TEASER PHOTO YOU ver.1

🔜2023.01.18(KST)

#박진영 #ParkJinYoung 
#Chapter0: #WITH…",0,4083,2023-01-09,16,en,False,"[{'text': '박진영', 'indices': [103, 107]}, {'text': 'ParkJinYoung', 'indices': [108, 121]}, {'text': 'Chapter0', 'indices': [123, 132]}, {'text': 'WITH', 'indices': [134, 139]}]",,1612459930094825473
21,CrisCringles,,,,2011-02-21,20633,524,801,False,RT @lastplacecomics: 🌊New comic: Do the Wave!🌊 https://t.co/FLoujLNROR,0,246,2023-01-09,8,en,False,[],,1612459930077757442
22,Bassy_Agozie,,,,2018-12-23,18943,693,482,False,"RT @lionofjada: Garrulous clown, I am sure you were not well briefed before hopping on this like a grasshopper. You have gotten away with a…",0,72,2023-01-09,25,en,True,[],,1612459930069393412
23,MohdKai71359269,,,,2022-08-09,3342,19,3,False,RT @INOXMovies: The super villain @TheJohnAbraham lethal @deepikapadukone and the dashing #Pathaan @iamsrk coming to your nearest #INOX cin…,0,98,2023-01-09,19,en,False,"[{'text': 'Pathaan', 'indices': [90, 98]}, {'text': 'INOX', 'indices': [130, 135]}]",,1612459930057048064
24,dmartinwriter,,"England, United Kingdom",,2009-11-02,14428,3069,2949,False,RT @NHSMillion: A Conservative peer advising the government during the coronavirus pandemic helped a company secure PPE contracts worth £50…,0,513,2023-01-09,20,en,False,[],[],1612459930052878341
25,StevenErlanger,,"Brussels, Belgium",,2011-12-06,36183,27310,2006,True,RT @NRC_Egeland: Our offices are nearly empty and all operations are paralysed across Afghanistan. Without both female and male staff we ca…,0,209,2023-01-09,22,en,False,[],[],1612459930052857857
26,S2O8O9,,,,2020-11-09,38030,133,63,False,"RT @juice_jy0809: 230109 ‘THE PIECE OF9’ SHOWCASE

#재윤 #JAEYOON #在允 #ジェユン #SF9 https://t.co/G98nMBcQWO",0,5,2023-01-09,12,en,False,"[{'text': '재윤', 'indices': [51, 54]}, {'text': 'JAEYOON', 'indices': [55, 63]}, {'text': '在允', 'indices': [64, 67]}, {'text': 'ジェユン', 'indices': [68, 73]}, {'text': 'SF9', 'indices': [74, 78]}]",,1612459930044489733
27,SHANKARVOICE1,,,,2022-07-03,11493,559,630,False,RT @dev__132: Trailer 🥺🫠...#pspk25 https://t.co/7XIJvTitMD,0,3,2023-01-09,5,en,False,"[{'text': 'pspk25', 'indices': [27, 34]}]",,1612459930031902720
28,Renelyst,,,,2022-10-04,1934,61,170,False,"RT @iambunazonzon: #bunafictionAU :

who's that one night stand...

#ZeeNuNew #ซนซน #ZeePruk #NuNew https://t.co/hrcMehvzzk",0,71,2023-01-09,12,en,False,"[{'text': 'bunafictionAU', 'indices': [19, 33]}, {'text': 'ZeeNuNew', 'indices': [68, 77]}, {'text': 'ซนซน', 'indices': [78, 83]}, {'text': 'ZeePruk', 'indices': [84, 92]}, {'text': 'NuNew', 'indices': [93, 99]}]",,1612459930019303426
29,prettykzhmrie,,,,2022-09-02,152,3,156,False,iPhone cutieee,0,0,2023-01-09,2,en,False,[],,1612459929998360576
30,__gastelum,,,,2010-12-03,63192,546,652,False,RT @edwarbteach: today's Ed https://t.co/Cqa83SVAXp,0,10,2023-01-09,5,en,False,[],,1612459929989971969
31,icecoldpiss1,,Afghanistan,,2022-04-10,1157,23,21,False,RT @WatcherGuru: JUST IN: 🇺🇸 US government officially seizes SBF's $455 million Robinhood $HOOD shares.,0,408,2023-01-09,14,en,False,[],[],1612459929989775363
32,AMeiyappan1,,,,2021-06-19,2022,6,198,False,"RT @AndhraBoxOffice: #Pongal 2023: Tamilnadu Theatrical Break-even.

#Varisu ₹72 Cr (MG Deal)
#Thunivu ₹58 Cr (Value) https://t.co/Rdb0iMoe…",0,98,2023-01-09,15,en,False,"[{'text': 'Pongal', 'indices': [21, 28]}, {'text': 'Varisu', 'indices': [69, 76]}, {'text': 'Thunivu', 'indices': [94, 102]}]",,1612459929969000451
33,AidaBughie,,,,2022-03-20,225,8,327,False,"RT @yoonerei: // genshin leaks 
(Unreliable) 

New hydro bow and a world boss,,, hm https://t.co/0ij081DKbq",0,931,2023-01-09,15,en,False,[],,1612459929964810241
34,jrlucier39,,Texas 'red-neck' country,,2018-02-16,43566,1603,2080,False,"RT @PeterOffworld: What happened to reading the Constitution, another Kevin stunt",0,3,2023-01-09,11,en,False,[],[],1612459929960603650
35,narasia_dy,,,,2021-08-23,65863,2317,2823,False,"RT @Maymytan: $4 | 56.000 IDR ~ 60 MINS 🦋

— Retweet

— RT Like &amp; Comment on @nigg_inu📌",0,460,2023-01-09,17,en,False,[],,1612459929935417345
36,KajalJa95974421,,india,,2020-06-16,13205,27,85,False,"RT @WafaZainab18: No guts, no story.

FANS DEMAND ANKIT IN BB",0,10,2023-01-09,10,en,False,[],"['#GurinderDhawan', '#CrazyDealsoniPhone', '#GetOutRavi', '#MissionMajnu', '#DominantTHUNIVUBookings', 'VIRTUOUS SOUL MUNAWAR', 'Bumrah', 'Naseem Shah', 'Bear Grylls', 'Rohit Sharma', 'Ishan', '$KKMA', 'iPhone 14', 'Zerodha', 'Assembly', 'Kolar', 'ODIs', 'FANS DEMAND ANKIT IN BB', 'राहुल गांधी', 'SSRCase A Turning Point', 'Indore', 'Madhya Pradesh', '#VarisuBORampageIn2D', '#Edge30FusionVivaMagenta', '#देश_की_आवाज़_राहुल', '#MassMogudu', '#VanakkamUPGIS23', '#MotorolaXPantoneColourOf2023', '#motoxstylelistings', '#CelebrationOfVarisu', '#UPSCCompensatoryAttempt2023', '#PakistanEconomy', '#ChickenBigMacLaunch', '#Amul', '#UPSCAspirantsProtest', '#SidharthMalhotra', '#RSSodhi', '#tcsq3', '#slicepurplemonth', '#VeeraSimhaReddyOnJan12th', '#PathaanTrailerTomorrow', '#SaalNahi_Salaar_Hai', '#FatimaSheikh', '#Goodachari2', '#DwainePretorius', '#ShaakuntalamTrailer', '#MoonRiseOutTomorrow', '#realme10', '#Siddaramaiah', '#TheNightManager']",1612459929931255813
37,JosBarrio5,,,,2020-05-24,2469,26,351,False,"RT @SlothNFT_: The #opror Founders Program is on! Get the ""Founder Title"" to use when the game comes out and a unique FREE NFT collectible!…",0,395,2023-01-09,25,en,False,"[{'text': 'opror', 'indices': [19, 25]}]",,1612459929910104066
38,luya_madiba,,"Mthatha, South Africa",,2017-07-15,11879,11215,3617,False,"RT @Investingcom: ⚠️BREAKING:

*DOLLAR FALLS TO LOWEST SINCE JUNE AS INVESTORS BET ON SLOWER RATE HIKES - https://t.co/nJ59UV6dFv 

$USD 🇺🇸…",0,34,2023-01-09,19,en,False,[],[],1612459929889021963
39,preguicanojutso,,,,2015-12-09,29092,540,530,False,RT @yanweigay: mon gee edit coming https://t.co/Qzrx24cc1s,0,230,2023-01-09,7,en,False,[],,1612459929884827663
40,BBTTY14,,,,2021-04-25,13877,0,36,False,"RT @JINYOUNG: PARK JINYOUNG The 1st Album 
'Chapter 0: WITH'
TEASER PHOTO YOU ver.1

🔜2023.01.18(KST)

#박진영 #ParkJinYoung 
#Chapter0: #WITH…",0,4083,2023-01-09,16,en,False,"[{'text': '박진영', 'indices': [103, 107]}, {'text': 'ParkJinYoung', 'indices': [108, 121]}, {'text': 'Chapter0', 'indices': [123, 132]}, {'text': 'WITH', 'indices': [134, 139]}]",,1612459929864146946
41,soobinoulis,,,,2022-08-17,1077,124,158,False,"RT @JINYOUNG: PARK JINYOUNG The 1st Album 
'Chapter 0: WITH'
TEASER PHOTO YOU ver.1

🔜2023.01.18(KST)

#박진영 #ParkJinYoung 
#Chapter0: #WITH…",0,4083,2023-01-09,16,en,False,"[{'text': '박진영', 'indices': [103, 107]}, {'text': 'ParkJinYoung', 'indices': [108, 121]}, {'text': 'Chapter0', 'indices': [123, 132]}, {'text': 'WITH', 'indices': [134, 139]}]",,1612459929847177216
42,norcalgurl135,,,,2013-05-25,318,1,14,False,"If you don't love yourself, you cannot love others.",0,0,2023-01-09,9,en,False,[],,1612459929843150848
43,wjmoya,,,,2016-07-31,13127,252,1281,False,Where have we seen before…let me think? https://t.co/sES2oewsok,0,0,2023-01-09,8,en,True,[],,1612459929842982913
44,ddeyuth_,,,,2020-12-20,19687,93,1898,False,"RT @FlareOfficials: Airdrop Distribution Ongoing ...

$BNB &amp; $FLR will be sent to your address in the next 24 hours🕑

✅There is still a cha…",0,1884,2023-01-09,23,en,False,[],,1612459929838972932
45,i_Fosho_Bang,,,,2013-04-05,29829,278,1310,False,RT @MohlaleGCR: No AMG shall pass ///M🫡 https://t.co/GqzOd4RVKO,0,109,2023-01-09,8,en,False,[],,1612459929834512384
46,megtheebot,,,,2022-07-14,6859,27,1,False,"If my heart broke, it’s nothin’ that my jeweler won’t fix",0,0,2023-01-09,11,en,False,[],,1612459929813798913
47,dadenman,,Oregon,,2011-04-11,19306,443,310,False,"RT @MeidasTouch: The Republican Party does not want you to share this video because it exposes their decades-long history of pedophilia, ch…",0,5591,2023-01-09,22,en,False,[],[],1612459929805418496
48,GuadalupeGL30,,,,2021-05-10,4357,32,461,False,"RT @chartdata: #JIN's ""The Astronaut"" has now surpassed 100 million streams on Spotify.",0,12795,2023-01-09,13,en,False,"[{'text': 'JIN', 'indices': [15, 19]}]",,1612459929801224196
49,adrshya10,,India,,2022-11-05,5892,256,372,False,RT @adrshya111: The happiest of people don't necessarily have the best of everything they just make the most of everything that comes along…,0,11,2023-01-09,23,en,False,[],"['#GurinderDhawan', '#CrazyDealsoniPhone', '#GetOutRavi', '#MissionMajnu', '#DominantTHUNIVUBookings', 'VIRTUOUS SOUL MUNAWAR', 'Bumrah', 'Naseem Shah', 'Bear Grylls', 'Rohit Sharma', 'Ishan', '$KKMA', 'iPhone 14', 'Zerodha', 'Assembly', 'Kolar', 'ODIs', 'FANS DEMAND ANKIT IN BB', 'राहुल गांधी', 'SSRCase A Turning Point', 'Indore', 'Madhya Pradesh', '#VarisuBORampageIn2D', '#Edge30FusionVivaMagenta', '#देश_की_आवाज़_राहुल', '#MassMogudu', '#VanakkamUPGIS23', '#MotorolaXPantoneColourOf2023', '#motoxstylelistings', '#CelebrationOfVarisu', '#UPSCCompensatoryAttempt2023', '#PakistanEconomy', '#ChickenBigMacLaunch', '#Amul', '#UPSCAspirantsProtest', '#SidharthMalhotra', '#RSSodhi', '#tcsq3', '#slicepurplemonth', '#VeeraSimhaReddyOnJan12th', '#PathaanTrailerTomorrow', '#SaalNahi_Salaar_Hai', '#FatimaSheikh', '#Goodachari2', '#DwainePretorius', '#ShaakuntalamTrailer', '#MoonRiseOutTomorrow', '#realme10', '#Siddaramaiah', '#TheNightManager']",1612459929780068356
50,steamed_eggss,,,,2018-02-13,5487,132,493,False,"RT @JINYOUNG: PARK JIN YOUNG The 1st Album 
'Chapter 0: WITH'
Schedule Poster

🔜2023.01.18(KST)

#박진영 #ParkJinYoung 
#Chapter0: #WITH
#BHEn…",0,4617,2023-01-09,15,en,False,"[{'text': '박진영', 'indices': [97, 101]}, {'text': 'ParkJinYoung', 'indices': [102, 115]}, {'text': 'Chapter0', 'indices': [117, 126]}, {'text': 'WITH', 'indices': [128, 133]}]",,1612459929767661568
51,emrhqm,,,,2017-06-01,14905,126132,364,False,RT @arjmxrell: Seriously I'm dying.,0,15,2023-01-09,5,en,False,[],,1612459929750900738
52,ehvhthach1,,,,2017-08-26,476,379,1025,False,"RT @ARBIDname: The history of #DID can be traced from way back, &amp; we haven't forgotten about any of it.

Our final event during the allowli…",0,14757,2023-01-09,25,en,False,"[{'text': 'DID', 'indices': [30, 34]}]",,1612459929750863872
53,kkyulovelove,,,,2020-01-12,174017,2405,2784,False,"RT @pjmngallery: reply and quote

VIBE COMPOSER JIMIN https://t.co/suRyqfv0DO",0,19,2023-01-09,8,en,False,[],,1612459929742503937
54,straykidsrt,,,,2020-05-30,27748,30,24,False,"RT @haetbitlinoring: boba ball han jisung, a cute self indulgent thread ♡︎ #한 #HAN https://t.co/jekPTjejzh",0,268,2023-01-09,15,en,False,"[{'text': '한', 'indices': [75, 77]}, {'text': 'HAN', 'indices': [78, 82]}]",,1612459929738313728
55,MitaLaungani,,,,2021-11-15,37649,60,179,False,RT @marceelias: My legal team will head into next week litigating 46 election and voting rights cases in 17 states.⚖️,0,2585,2023-01-09,20,en,False,[],,1612459929733943298
56,tuyulkun,,,,2021-03-13,3879,445,2149,False,"RT @RawrCoin: $RAWR Token is now live🦖

Our official token address: GXYgvX3obVSPhfZdHTXzBKt3h9xviQBLbvFsk6TcSsGY 

You can now swap on Rayd…",0,336,2023-01-09,17,en,False,[],,1612459929729892352
57,C0G1TO_ERG0_SUM,,"New York, NY",,2017-09-29,172918,1106,4767,False,RT @Kelse_Bright: @tlecaque My Islamic art and architecture class blew my mind when I learned this. Might have also happened to a student i…,0,1,2023-01-09,24,en,False,[],[],1612459929729736705
58,SahanaSushma,,"Bengaluru, India",,2018-06-30,16703,43,104,False,"RT @inmyownshell: He is rich who owns the day, and no one owns the day who allows it to be invaded with fret and anxiety.  FANS DEMAND ANKI…",0,38,2023-01-09,29,en,False,[],[],1612459929721536513
59,telishram,,,,2022-06-04,263,4,119,False,"RT @TuliramRonghang: Glad to accompany Dr @himantabiswa, Hon'ble Chief Minister, to Maharaja Bir Bikram Airport, Agartala, earlier this aft…",0,1,2023-01-09,19,en,False,[],,1612459929704763392
60,armrdporcupine,,"Kansas, USA",,2011-05-24,9901,274,591,False,"RT @JackPosobiec: BREAKING: Jim Jordan to chair 'Weaponization of Federal Government' Select Committee

https://t.co/6ZG8MRxlrn",0,488,2023-01-09,13,en,False,[],[],1612459929691897858
61,AshianaReaz,,,,2020-09-16,3921,25,55,False,"RT @kdramastrix: im sorry but WHAT happened to compact kdramas that followed a common conflict, had complex characters &amp; gave us a binding…",0,31,2023-01-09,23,en,False,[],,1612459929687977987
62,tram_hihi,,,,2020-07-28,6717,269,277,False,RT @BLACKPINKGLOBAL: .@BLACKPINK has surpassed 36 Million followers on Spotify! ✨ https://t.co/BEOT1Vpmlt,0,176,2023-01-09,12,en,False,[],,1612459929658601472
63,jhenaaaa17_,,,,2021-04-15,147923,1153,1632,False,RT @TheXStudioNFT: Ash and Matthew McHaney - Anyway word to state is Golden Robot love what Cryft have put together with us so we all run a…,0,3734,2023-01-09,27,en,False,[],,1612459929654431744
64,CHAOSMONKEY691,,,,2017-02-12,3196,87,376,False,RT @TweetsOfCats: smol https://t.co/prDs5eQ8bO,0,7578,2023-01-09,4,en,False,[],,1612459929654427650
65,RosemereCF,,,,2011-08-12,6180,3186,3512,False,RT @LancsHospRT: Successfully went clinical with 2 of our SGRT systems.Pictured are some of the amazing project team whose hard work got us…,0,7,2023-01-09,23,en,False,[],,1612459929654239237
66,defjb_jaebeom,,"GOT7-Thailand,Kinnporsche",,2016-03-17,151900,938,608,False,"RT @JINYOUNG: PARK JINYOUNG The 1st Album 
'Chapter 0: WITH'
TEASER PHOTO YOU ver.1

🔜2023.01.18(KST)

#박진영 #ParkJinYoung 
#Chapter0: #WITH…",0,4083,2023-01-09,16,en,False,"[{'text': '박진영', 'indices': [103, 107]}, {'text': 'ParkJinYoung', 'indices': [108, 121]}, {'text': 'Chapter0', 'indices': [123, 132]}, {'text': 'WITH', 'indices': [134, 139]}]",[],1612459929637654534
67,mlgimback,,,,2020-08-10,3926,11,40,False,gotta try this science experiment sometime via /r/memes https://t.co/RNVeTWC13L https://t.co/9AvJUL3yPZ,0,0,2023-01-09,10,en,False,[],,1612459929629081601
68,GeraldARodrig12,,,,2017-12-31,45877,335,509,False,RT @xen4yo: my wallet every time I step outside for a couple hours https://t.co/l3CheTthrH,0,24857,2023-01-09,14,en,False,[],,1612459929624797184
69,Crystal93304411,,,,2022-12-16,516,0,5,False,"# Accelerated balance sheet reduction threatens to intensify already fragile trading conditions 🍒🍈🥑🍳🥚🍤🍒🍊🍯🍞🥐🥖🥞🍯🍞🥐🥖🍎🍐🍊🥫🍳🥚🍋🍌🍉🥦🍎🍍🍑🍇🍓🍅🥕🌽Plus, Facebook’s digital dollar Diem disappears and our Q&amp;A with CEO of cloud-native payment platform Form3",0,0,2023-01-09,28,en,False,[],,1612459929620578306
70,rushabhshah289,,,,2013-12-16,1473,5,9,False,"RT @nijhii_: Give us back our cranky Ankii and happy Parii :)

FANS DEMAND ANKIT IN BB https://t.co/GczZYyVkmP",0,265,2023-01-09,17,en,False,[],,1612459929616650240
71,supadupamissy,,,,2018-11-04,5983,509,357,False,"RT @letstalkgirlrap: And to add 

MISSY HAS NEVER FR HAD A PROBLEM WITH ANYBODY ELSEEEE! Not Foxy, Charli, Eve, Left Eye, Remy, Cardi, Kim,…",0,1,2023-01-09,24,en,True,[],,1612459929616400390
72,FreakyReek22,,,,2014-01-31,9689,452,342,False,RT @Plz_Relax_: they don't talk enough about how Jan 6 was also very funny,0,6163,2023-01-09,14,en,False,[],,1612459929616384001
73,cute10900108,,India,,2022-10-29,23623,172,305,False,"RT @spookymysteryx: On a daily basis from the start of BB16, Nimmo's team has posted trolling posts about pri, promoted hatred and they hav…",0,5,2023-01-09,24,en,False,[],"['#GurinderDhawan', '#CrazyDealsoniPhone', '#GetOutRavi', '#MissionMajnu', '#DominantTHUNIVUBookings', 'VIRTUOUS SOUL MUNAWAR', 'Bumrah', 'Naseem Shah', 'Bear Grylls', 'Rohit Sharma', 'Ishan', '$KKMA', 'iPhone 14', 'Zerodha', 'Assembly', 'Kolar', 'ODIs', 'FANS DEMAND ANKIT IN BB', 'राहुल गांधी', 'SSRCase A Turning Point', 'Indore', 'Madhya Pradesh', '#VarisuBORampageIn2D', '#Edge30FusionVivaMagenta', '#देश_की_आवाज़_राहुल', '#MassMogudu', '#VanakkamUPGIS23', '#MotorolaXPantoneColourOf2023', '#motoxstylelistings', '#CelebrationOfVarisu', '#UPSCCompensatoryAttempt2023', '#PakistanEconomy', '#ChickenBigMacLaunch', '#Amul', '#UPSCAspirantsProtest', '#SidharthMalhotra', '#RSSodhi', '#tcsq3', '#slicepurplemonth', '#VeeraSimhaReddyOnJan12th', '#PathaanTrailerTomorrow', '#SaalNahi_Salaar_Hai', '#FatimaSheikh', '#Goodachari2', '#DwainePretorius', '#ShaakuntalamTrailer', '#MoonRiseOutTomorrow', '#realme10', '#Siddaramaiah', '#TheNightManager']",1612459929604063236
74,73rufus,,,,2016-01-27,3401,85,429,False,RT @tedlieu: Your regular reminder that Judiciary Chair Jim Jordan and Speaker Kevin McCarthy both ignored bipartisan congressional SUBPOEN…,0,8719,2023-01-09,19,en,True,[],,1612459929595510785
75,Jaejenxx9697,,,,2021-09-22,84949,45,349,False,RT @NJARCHIVED: silvergunnnn having her own fancams and her reposting them 😂🔥 definitely deserving https://t.co/zgBZdfo7yI,0,61,2023-01-09,15,en,False,[],,1612459929591517184
76,jackie11856166,,,,2021-03-03,4546,66,275,False,RT @songpinganq: Surveillance is everywhere and moving into the world more every day. Some say the days of true privacy are over while othe…,0,56,2023-01-09,24,en,False,[],,1612459929587322881
77,dubajsk,,,,2022-12-15,31,0,0,False,"Best / Best / teen / leaks/ discord / onlyfans / young / video  / child por / n

ht@tps://discord.gg/WsCh7CJQ

Remove the @                                      copy my link and paste it I will give you all the leaked content for free just keep spamming my invite u",0,0,2023-01-09,81,en,False,[],,1612459929574543361
78,brightwin_WGPG,,,,2020-07-05,11909,553,616,False,"RT @JINYOUNG: PARK JINYOUNG The 1st Album 
'Chapter 0: WITH'
TEASER PHOTO YOU ver.1

🔜2023.01.18(KST)

#박진영 #ParkJinYoung 
#Chapter0: #WITH…",0,4083,2023-01-09,16,en,False,"[{'text': '박진영', 'indices': [103, 107]}, {'text': 'ParkJinYoung', 'indices': [108, 121]}, {'text': 'Chapter0', 'indices': [123, 132]}, {'text': 'WITH', 'indices': [134, 139]}]",,1612459929566347264
79,sona34583172,,,,2022-10-26,6267,86,163,False,"RT @BindassBol4: A small Activity planned by Shiv Thakare Fans for this Special Occasion of Mom and Son Reunion 

Interested people please…",0,14,2023-01-09,22,en,False,[],,1612459929562140673
80,txtvoid_,,,,2020-07-28,2757,22,115,False,"RT @myjoytxt: pre orders about to shoot even high with these concept pics

DAYDREAM CONCEPT CLIP
#TXT_Daydream #TEMPTATION 
#TOMORROW_X_TOG…",0,28,2023-01-09,17,en,False,"[{'text': 'TXT_Daydream', 'indices': [97, 110]}, {'text': 'TEMPTATION', 'indices': [111, 122]}]",,1612459929549557761
81,summerrosez,,,,2022-09-16,216,1,110,False,RT @tanijrou: i’m also saying this scene … because it still gives me the chills https://t.co/z3Xc4sqSgG,0,1620,2023-01-09,16,en,True,[],,1612459929549373440
82,theManuelszn,,not Maldives💔,,2019-01-13,35900,5008,3122,False,RT @peachymoonbeams: caught in your web https://t.co/62puVOX44Z,0,40,2023-01-09,7,en,False,[],[],1612459929524109312
83,mashallahmessi,,,,2021-01-01,5228,167,95,False,RT @amnahhx: left my heart in madinah 🤍 https://t.co/l8f50wz1RQ,0,1660,2023-01-09,9,en,False,[],,1612459929520181250
84,Romanjk97_,,,,2020-12-14,8464,195,449,False,"RT @khswit: as u can see, non/thai teumes still turned on their lightsticks from other group’s performances. wdym black ocean

#EngenesApol…",0,521,2023-01-09,20,en,False,[],,1612459929520177152
85,wondernoalice,,,,2015-09-15,5694,41,253,False,"RT @TurtleLoveCat: 🐢: please do a close up on his eyes here
🐢: I'm- I'm- I'm afraid I'll get addicted 
🐱: 😂🤦‍♂️

hyungwon is so extra and c…",0,2,2023-01-09,26,en,False,[],,1612459929515728897
86,GannaAiwe,,,,2013-12-05,556,204,4,False,RT @jmvasquez1974: Back in Ukraine and look who I ran into ⁦@SarahAshtonLV⁩ https://t.co/jTa2Jvj0UD,0,428,2023-01-09,13,en,False,[],,1612459929507438592
87,its_just_demi,,"Johannesburg, South Africa",,2013-06-18,18526,376,290,False,RT @MillsReggie: Don’t overshare. Everyone is not your friend.,0,25268,2023-01-09,9,en,False,[],"['#Sizokthola', '#BackToSchool', '#MCICHE', 'Portugal', '#DateMyFamily', '#IsencaneLengane', 'Wealth', 'Chelsea', 'Potter', 'Belgium', 'Tuchel', 'Roberto Martinez', 'Nox the Fox', 'Palmer', 'Not Alostro', 'Andries', 'Mahrez', 'De Ruyter', 'Blessed Sunday', 'BET QUEEN OF BEENAVY', 'Camilla', 'Sunnyside', 'Eskom CEO', 'Mandoza', 'Alvarez', 'Londie', 'Die Stem', 'BEAUTY X BEENAVY FOREVER', 'Siyacela', 'Moja Love', 'Weghorst', 'Master KG', 'Dwaine Pretorius', 'Emtee', 'Arnell', 'Laconco', 'Pedri', 'The ANC', 'Annie', 'Ntombi', 'Mandela Capture Site', 'Gqom', 'Chenin Blanc', 'Zidane', 'Adriaan Vlok', 'Afrikaans', 'Corny', 'Nonku', 'Stormers', 'KZN Midlands']",1612459929499041794
